e1,r,e2,extracted_from,layer
审计方法,instance_of,工伤保险基金缴费人员年龄结构分析,2,2.1
审计疑点,instance_of,BYZHC节余料件结转价值不一致,2,2.1
审计疑点,instance_of,不作价设备是否还在用于指定的用途,2,2.1
审计疑点,instance_of,不及时将预算拨款划入用款单位账户,2,2.1
审计疑点,instance_of,不按当年实际预算支出数列支、列报,2,2.1
审计疑点,instance_of,个人拥有两个及以上住房公积金账号,2,2.1
审计疑点,instance_of,中央小微企业融资担保业务降费奖补,2,2.1
审计疑点,instance_of,以不合规抵（质）押物担保获得贷款,2,2.1
审计疑点,instance_of,以虚假的抵（质）押物作为担保获得,2,2.1
审计疑点,instance_of,企业之间擅自办理借贷或者变相借贷,2,2.1
审计疑点,instance_of,企业以前年度应当取得而未取得发票,2,2.1
审计疑点,instance_of,伪报品名或技术参数，来骗取减免税,2,2.1
审计疑点,instance_of,伪报品名或技术参数骗取减免税审计,2,2.1
审计疑点,instance_of,住房公积金管理体制及有效运行情况,2,2.1
审计疑点,instance_of,使用专项资金的结余部分未单独核算,2,2.1
审计疑点,instance_of,保税仓库面积最低为2000平方米,2,2.1
审计疑点,instance_of,偷偷将仓库一部分租给其他企业使用,2,2.1
审计疑点,instance_of,公司、企业弄虚作假举借政府性债务,2,2.1
审计疑点,instance_of,农村生活污染源未纳入环境统计管理,2,2.1
审计疑点,instance_of,决算报表数据与会计账簿数据不一致,2,2.1
审计疑点,instance_of,利用住房公积金发放保障性住房建设,2,2.1
审计疑点,instance_of,利用非DVP结算方式进行债券交易,2,2.1
审计疑点,instance_of,利用非失业人员资料骗取职业培训费,2,2.1
审计疑点,instance_of,加工贸易出口成品中含出口应税商品,2,2.1
审计疑点,instance_of,勘察设计单位不具备合规的资质等级,2,2.1
审计疑点,instance_of,合同备案档案的内容是否齐全、完整,2,2.1
审计疑点,instance_of,同等收入规模企业所得率适用不一致,2,2.1
审计疑点,instance_of,同身姓名身份证号但不一样医疗证号,2,2.1
审计疑点,instance_of,和身份证号长度不为15位或18位,2,2.1
审计疑点,instance_of,国有资产长期闲置，未发挥使用效益,2,2.1
审计疑点,instance_of,在推行清洁生产和发展循环经济中的,2,2.1
审计疑点,instance_of,在重点地区、行业水污染物减排中的,2,2.1
审计疑点,instance_of,复审日期在输入日期或审核日期之前,2,2.1
审计疑点,instance_of,大额提取公积金数超过最大提取上限,2,2.1
审计疑点,instance_of,对应淘汰落后产能企业仍予审批新建,2,2.1
审计疑点,instance_of,对项目的合同管理和执行监管不到位,2,2.1
审计疑点,instance_of,将各种现金收入以个人名义存入银行,2,2.1
审计疑点,instance_of,将概算外支出或超概算部分计入成本,2,2.1
审计疑点,instance_of,工程及设备物资采购招标程序的违规,2,2.1
审计疑点,instance_of,工程结算因土石比的认定多计工程款,2,2.1
审计疑点,instance_of,执业会员不在会计师事务所专职执业,2,2.1
审计疑点,instance_of,擅自以中国政府或者金融机构的名义,2,2.1
审计疑点,instance_of,擅自扩大公积金业务支出标准和范围,2,2.1
审计疑点,instance_of,擅自挪用和处置国际组织贷援款物资,2,2.1
审计疑点,instance_of,擅自提高或降低存款利率或贷款利率,2,2.1
审计疑点,instance_of,无放贷业务资质的机构提供资金发放,2,2.1
审计疑点,instance_of,无贸易背景的商业承兑汇票办理贴现,2,2.1
审计疑点,instance_of,是否利用报关单数据进行风险布控和,2,2.1
审计疑点,instance_of,是否按预算规定的用途使用财政资金,2,2.1
审计疑点,instance_of,暂定税率适用超过所规定的时限范围,2,2.1
审计疑点,instance_of,有效期限超过变更复审日期184天,2,2.1
审计疑点,instance_of,期末收入交易和收款交易的截止错误,2,2.1
审计疑点,instance_of,未按期申报抵扣增值税扣税凭证抵扣,2,2.1
审计疑点,instance_of,未按照规定使用住房公积金增值收益,2,2.1
审计疑点,instance_of,未按照规定使用经批准的条款、费率,2,2.1
审计疑点,instance_of,未按要求使用统一的社会保险费票据,2,2.1
审计疑点,instance_of,未按规定使用彩票公益金和发行经费,2,2.1
审计疑点,instance_of,未按规定委托金融机构托管引导基金,2,2.1
审计疑点,instance_of,未按规定提取公积金贷款风险准备金,2,2.1
审计疑点,instance_of,未按规定携带、邮寄、运输空白发票,2,2.1
审计疑点,instance_of,未按规定程序制定和调整市场调节价,2,2.1
审计疑点,instance_of,未经财政部门批准自行购置固定资产,2,2.1
审计疑点,instance_of,未经财政部门批准随意调整项目预算,2,2.1
审计疑点,instance_of,未编制2017年国有资本经营预算,2,2.1
审计疑点,instance_of,未能按贷款合同规定支付利息和本金,2,2.1
审计疑点,instance_of,未还清住房公积金贷款再次取得贷款,2,2.1
审计疑点,instance_of,查获率是否达到总署规定的量化标准,2,2.1
审计疑点,instance_of,概算(预算)外投资(计划外工程),2,2.1
审计疑点,instance_of,没有贷款申请却发放住房公积金贷款,2,2.1
审计疑点,instance_of,海关加工贸易审批印章是否集中保管,2,2.1
审计疑点,instance_of,海关对合同分册管理是否合规、有效,2,2.1
审计疑点,instance_of,涂改、伪造、出卖、转卖、擅自提供,2,2.1
审计疑点,instance_of,环保部门排污费使用管理内控不健全,2,2.1
审计疑点,instance_of,环境保护推动高质量发展的指导意见,2,2.1
审计疑点,instance_of,环境统计年报数据不准确的表现有：,2,2.1
审计疑点,instance_of,现金记录信息及银行存款信息不准确,2,2.1
审计疑点,instance_of,用人单位未按相关规定参加社会保险,2,2.1
审计疑点,instance_of,用人单位行业工伤风险类别划分错误,2,2.1
审计疑点,instance_of,私自印制、伪造、变造、作废、开票,2,2.1
审计疑点,instance_of,私自设立、撤销分支机构及营业场所,2,2.1
审计疑点,instance_of,纳税人不进行纳税申报，不缴或少缴,2,2.1
审计疑点,instance_of,纳税人办税事项不符合法定受理条件,2,2.1
审计疑点,instance_of,纳税人未在规定期限内办理纳税申报,2,2.1
审计疑点,instance_of,经常性地向社会不特定对象发放贷款,2,2.1
审计疑点,instance_of,虚报参合人数套取上级财政补助资金,2,2.1
审计疑点,instance_of,行政事业性收费超范围超标准计算机,2,2.1
审计疑点,instance_of,证券公司参与中期票据二级市场交易,2,2.1
审计疑点,instance_of,证券公司客户账户违规流入资金审计,2,2.1
审计疑点,instance_of,调整决算无相应依据，任意调整决算,2,2.1
审计疑点,instance_of,财政部门代其他部门扣去非财政欠款,2,2.1
审计疑点,instance_of,财政部门或建设单位资金拨付不及时,2,2.1
审计疑点,instance_of,财政部门未按规定时限审核资格认定,2,2.1
审计疑点,instance_of,财政预算支出是否达到序时支出进度,2,2.1
审计疑点,instance_of,财政预算管理体制还存在着管理漏洞,2,2.1
审计疑点,instance_of,贪污、重复报销新农村合作医疗资金,2,2.1
审计疑点,instance_of,贷款金额大于政策规定贷款额度上限,2,2.1
审计疑点,instance_of,贷款项目资金是否确实用于规定用途,2,2.1
审计疑点,instance_of,贷款额度是否超过政策规定最高限额,2,2.1
审计疑点,instance_of,贷款首付比例低于政策规定首付比例,2,2.1
审计疑点,instance_of,资金，本年度仍未拨付或未全额拨付,2,2.1
审计疑点,instance_of,越权审批党政机关办公楼等建设项目,2,2.1
审计疑点,instance_of,违法批准建设项目环境影响评价文件,2,2.1
审计疑点,instance_of,违规买卖或以其他形式非法转让土地,2,2.1
审计疑点,instance_of,违规审批导致劣质农机进入补贴范围,2,2.1
审计疑点,instance_of,违规设置价格鉴证师再注册前置条件,2,2.1
审计疑点,instance_of,适时公布严重侵害自然资源资产产权,2,2.1
审计疑点,instance_of,部分人员死亡后仍在继续领取尊老金,2,2.1
审计疑点,instance_of,部分人群未按规定纳入医疗保障体系,2,2.1
审计疑点,instance_of,部分纳税申报数据存在较高涉税风险,2,2.1
审计疑点,instance_of,部分项目资金沉淀下属单位形成结余,2,2.1
审计疑点,instance_of,采购部门如何与仓库、财务部门衔接,2,2.1
审计疑点,instance_of,非税收入未实行“收支两条线”管理,2,2.1
审计疑点,instance_of,非税收入未执行“收支两条线”管理,2,2.1
审计疑点,instance_of,预防和治理资产闲置导致损失或浪费,2,2.1
审计目标,instance_of,政府性债务的规模、结构及变化情况,2,2.1
审计目标,instance_of,真实性审计还存在两个问题1.关于,2,2.1
民生审计,instance_of,企业职工基本养老保险基金收支情况,2,2.1
民生审计,instance_of,城乡居民基本养老保险基金收支预算,2,2.1
民生审计,instance_of,城镇居民社会养老保险待遇相关业务,2,2.1
民生审计,instance_of,基本养老保险基金基本养老保险基金,2,2.1
财政审计,instance_of,县域经济发展调度资金管理暂行办法,2,2.1
财政审计,instance_of,政府部门类国有资产管理及使用审计,2,2.1
财政审计,instance_of,教育发展十年行动计划专项资金审计,2,2.1
财政审计,instance_of,文化馆(站)免费开放补助资金管理,2,2.1
财政审计,instance_of,良种补贴、种粮直补和农资综合补贴,2,2.1
金融审计,instance_of,商业银行长期股权投资保险公司审计,2,2.1
金融审计,instance_of,商业银行长期股权投资租赁公司审计,2,2.1
资源环保审计,instance_of,排污费减缴、免缴、缓缴合规性审计,2,2.1
机构,instance_of,国家外汇管理局新疆维吾尔自治区分局,2,2.1
审计依据,instance_of,中华人民共和国企业所得税法实施条例,2,2.1
审计依据,instance_of,中华人民共和国国家金库条例实施细则,2,2.1
审计依据,instance_of,中华人民共和国海关统计工作管理规定,2,2.1
审计依据,instance_of,工程建设项目招标范围和规模标准规定,2,2.1
审计方法,instance_of,基本养老保险基金收支余总体分析方法,2,2.1
审计疑点,instance_of,不按照政策规定的日期拨付财政专户款,2,2.1
审计疑点,instance_of,不按照规定的预算级次、预算科目入库,2,2.1
审计疑点,instance_of,保税仓库和出口监管仓库受托人未登记,2,2.1
审计疑点,instance_of,保税仓库和出口监管仓库委托他人经营,2,2.1
审计疑点,instance_of,公司、企业提供虚假资料获得银行贷款,2,2.1
审计疑点,instance_of,分包单位对承建的分包工程再进行分包,2,2.1
审计疑点,instance_of,加工贸易余料结转时未结转至同一经营,2,2.1
审计疑点,instance_of,勘察、设计单位未执行相关标准和要求,2,2.1
审计疑点,instance_of,区域内城镇生活污水处理能力严重不足,2,2.1
审计疑点,instance_of,单位或个人未按规定申报缴纳社会保险,2,2.1
审计疑点,instance_of,发生销售退回后，未冲减产品销售收入,2,2.1
审计疑点,instance_of,国有资本经营收益应编未编入部门预算,2,2.1
